Province,District,Facility,TX_CURR ,,,,,,,,,,
Mashonaland West,Hurungwe,Chirundu Wellness,0,,,,,,,,,,
Mashonaland West,Hurungwe,Chirundu Welness,0,,,,,,,,,,
Mashonaland West,Hurungwe,Chivende Rural Health Centre,522,,,,,,,,,,
Mashonaland West,Hurungwe,Chundu,868,,,,,,,,,,
Mashonaland West,Hurungwe,Dete,304,,,,,,,,,,
Mashonaland West,Hurungwe,Deve,294,,,,,,,,,,
Mashonaland West,Hurungwe,Doro,803,,,,,,,,,,
Mashonaland West,Hurungwe,Elephant's Walk CeSHHAR Mobile Sister's,0,,,,,,,,,,
Mashonaland West,Hurungwe,Helwin,510,,,,,,,,,,
Mashonaland West,Hurungwe,Hesketh,564,,,,,,,,,,
Mashonaland West,Hurungwe,Hurungwe RH,0,,,,,,,,,,
Mashonaland West,Hurungwe,Hurungwe Rural,2512,,,,,,,,,,
Mashonaland West,Hurungwe,Kapfunde,683,,,,,,,,,,
Mashonaland West,Hurungwe,Karoi,9036,,,,,,,,,,
Mashonaland West,Hurungwe,Karoi CeSHHAR Sister's,0,,,,,,,,,,
Mashonaland West,Hurungwe,Karoi Static,2542,,,,,,,,,,
Mashonaland West,Hurungwe,Karuru RDC,416,,,,,,,,,,
Mashonaland West,Hurungwe,Kasimure RHC,1322,,,,,,,,,,
Mashonaland West,Hurungwe,Kazangarare,805,,,,,,,,,,
Mashonaland West,Hurungwe,Lanlory,350,,,,,,,,,,
Mashonaland West,Hurungwe,Lynx,220,,,,,,,,,,
Mashonaland West,Hurungwe,Magunje CeSHHAR Mobile Sister's,0,,,,,,,,,,
Mashonaland West,Hurungwe,Makuti Rural Health Centre,119,,,,,,,,,,
Mashonaland West,Hurungwe,Manapools,0,,,,,,,,,,
Mashonaland West,Hurungwe,Masanga Rural Health Centre,544,,,,,,,,,,
Mashonaland West,Hurungwe,Mashongwe,263,,,,,,,,,,
Mashonaland West,Hurungwe,Masikati,225,,,,,,,,,,
Mashonaland West,Hurungwe,Moy RDC,879,,,,,,,,,,
Mashonaland West,Hurungwe,Murambe,486,,,,,,,,,,
Mashonaland West,Hurungwe,Mwami Rural,1384,,,,,,,,,,
Mashonaland West,Hurungwe,Nyama,379,,,,,,,,,,
Mashonaland West,Hurungwe,Nyamakate,747,,,,,,,,,,
Mashonaland West,Hurungwe,Nyamhunga Sengwe,478,,,,,,,,,,
Mashonaland West,Hurungwe,Nyangoma,479,,,,,,,,,,
Mashonaland West,Hurungwe,Tengwe,1017,,,,,,,,,,
Mashonaland West,Hurungwe,Wellness Centre Road Site,0,,,,,,,,,,
Mashonaland West,Hurungwe,ZPS Hurungwe Prison,0,,,,,,,,,,
Mashonaland West,Hurungwe,ZPS Karoi Prison,0,,,,,,,,,,
Mashonaland West,Hurungwe,ZRP,0,,,,,,,,,,
Mashonaland West,Hurungwe,Zebra Downs,531,,,,,,,,,,
Mashonaland West,Hurungwe,Zvipani Rural Health Centre,731,,,,,,,,,,
Mashonaland West,Kariba,Caribea Bay Private,0,,,,,,,,,,
Mashonaland West,Kariba,Chalala RDC,84,,,,,,,,,,
Mashonaland West,Kariba,Fothergill  CeSHHAR Mobile Sister's,0,,,,,,,,,,
Mashonaland West,Kariba,Gache-Gache Rural Health Centre,275,,,,,,,,,,
Mashonaland West,Kariba,Kanyati Rural Health Centre,418,,,,,,,,,,
Mashonaland West,Kariba,Kariba,934,,,,,,,,,,
Mashonaland West,Kariba,Kasvisva RDC,179,,,,,,,,,,
Mashonaland West,Kariba,Mahombekombe,36,,,,,,,,,,
Mashonaland West,Kariba,Mahombekumbe CeSHHAR Sister's,0,,,,,,,,,,
Mashonaland West,Kariba,Mayovhe RDC,118,,,,,,,,,,
Mashonaland West,Kariba,Mola,195,,,,,,,,,,
Mashonaland West,Kariba,Msampakaruma RDC,273,,,,,,,,,,
Mashonaland West,Kariba,Negande Rural Health Centre,63,,,,,,,,,,
Mashonaland West,Kariba,Nyamhunga (kab),1825,,,,,,,,,,
Mashonaland West,Kariba,Siyakobvu rural,142,,,,,,,,,,
Mashonaland West,Kariba,ZPS Kariba Prison,0,,,,,,,,,,
Mashonaland West,Makonde,Alaska Munic,1028,,,,,,,,,,
Mashonaland West,Makonde,Ceshhar Chinhoyi,30,,,,,,,,,,
Mashonaland West,Makonde,Chikonohono Munic,2008,,,,,,,,,,
Mashonaland West,Makonde,Chimanimani RDC,528,,,,,,,,,,
Mashonaland West,Makonde,Chinhoyi,0,,,,,,,,,,
Mashonaland West,Makonde,Chinhoyi Munic,2336,,,,,,,,,,
Mashonaland West,Makonde,Chinhoyi Provincial Hospital FCH,720,,,,,,,,,,
Mashonaland West,Makonde,Chinhoyi Provincial Hospital OPD,3922,,,,,,,,,,
Mashonaland West,Makonde,Chinhoyi Univ of Tech,8,,,,,,,,,,
Mashonaland West,Makonde,Chinhoyi ZRP,0,,,,,,,,,,
Mashonaland West,Makonde,Chipfuwamiti,77,,,,,,,,,,
Mashonaland West,Makonde,Doma RDC,630,,,,,,,,,,
Mashonaland West,Makonde,Dr Chitambo Surgery,0,,,,,,,,,,
Mashonaland West,Makonde,FACT New Start Centre Static,0,,,,,,,,,,
Mashonaland West,Makonde,Gamanya RDC,391,,,,,,,,,,
Mashonaland West,Makonde,Gandawasvika RDC,144,,,,,,,,,,
Mashonaland West,Makonde,Godzi RDC,188,,,,,,,,,,
Mashonaland West,Makonde,Green Valley RDC,473,,,,,,,,,,
Mashonaland West,Makonde,Gudubu Rural Health Centre,342,,,,,,,,,,
Mashonaland West,Makonde,Hombwe RDC,174,,,,,,,,,,
Mashonaland West,Makonde,Hunyani Munic,0,,,,,,,,,,
Mashonaland West,Makonde,Kamhonde Rural Health Centre,287,,,,,,,,,,
Mashonaland West,Makonde,Kamuzingizi RDC,219,,,,,,,,,,
Mashonaland West,Makonde,Kanyaga RDC,884,,,,,,,,,,
Mashonaland West,Makonde,Kenzamba Rural Health Centre,630,,,,,,,,,,
Mashonaland West,Makonde,Khosana Ranch RDCClinic,300,,,,,,,,,,
Mashonaland West,Makonde,Long Valley RDC,470,,,,,,,,,,
Mashonaland West,Makonde,Makonde CBDS,0,,,,,,,,,,
Mashonaland West,Makonde,Makonde Christ Hosp,1906,,,,,,,,,,
Mashonaland West,Makonde,Makonde ZNFPC,9,,,,,,,,,,
Mashonaland West,Makonde,Manyamba Rural Health Centre,340,,,,,,,,,,
Mashonaland West,Makonde,Matoranjera RDC,192,,,,,,,,,,
Mashonaland West,Makonde,Mpata RDC,2,,,,,,,,,,
Mashonaland West,Makonde,Mukohwe RDC,81,,,,,,,,,,
Mashonaland West,Makonde,Murereka Rural Health Centre,1290,,,,,,,,,,
Mashonaland West,Makonde,Mutala RDC,480,,,,,,,,,,
Mashonaland West,Makonde,Muzari Ployclinic Munic,188,,,,,,,,,,
Mashonaland West,Makonde,Naison Dip RDC,59,,,,,,,,,,
Mashonaland West,Makonde,Nyamugomba RDC,294,,,,,,,,,,
Mashonaland West,Makonde,Obva RDC,282,,,,,,,,,,
Mashonaland West,Makonde,PSZ Private,0,,,,,,,,,,
Mashonaland West,Makonde,Portlet RDC,549,,,,,,,,,,
Mashonaland West,Makonde,Presbyterian Private,924,,,,,,,,,,
Mashonaland West,Makonde,RSHM Life Care Centre,6,,,,,,,,,,
Mashonaland West,Makonde,River Ranch RDC,387,,,,,,,,,,
Mashonaland West,Makonde,Runene RDCClinic,104,,,,,,,,,,
Mashonaland West,Makonde,Sadoma RDC,350,,,,,,,,,,
Mashonaland West,Makonde,Shackelton Municipal,151,,,,,,,,,,
Mashonaland West,Makonde,Shackleton Clinic CeSHHAR Mobile Sister's,0,,,,,,,,,,
Mashonaland West,Makonde,St Rupert's,215,,,,,,,,,,
Mashonaland West,Makonde,Umboe RDC,504,,,,,,,,,,
Mashonaland West,Makonde,ZPS Chinhoyi Prison,95,,,,,,,,,,
Mashonaland West,Makonde,Zumbara Rural Health Centre,203,,,,,,,,,,
Mashonaland West,Mhondoro,5 Field Ambulance Company,0,,,,,,,,,,
Mashonaland West,Mhondoro,Battlefieds,1729,,,,,,,,,,
Mashonaland West,Mhondoro,Battlefields 5 Brigade Army,0,,,,,,,,,,
Mashonaland West,Mhondoro,Bururu RDC,340,,,,,,,,,,
Mashonaland West,Mhondoro,Chingondo RDC,534,,,,,,,,,,
Mashonaland West,Mhondoro,Cuba RDC,191,,,,,,,,,,
Mashonaland West,Mhondoro,Donain Rural Health Centre,1218,,,,,,,,,,
Mashonaland West,Mhondoro,Dondoshava Rural Health Centre,215,,,,,,,,,,
Mashonaland West,Mhondoro,Gavhunga RDC,373,,,,,,,,,,
Mashonaland West,Mhondoro,Gweshe RDC,717,,,,,,,,,,
Mashonaland West,Mhondoro,Jondale Bumbe Rural Health Centre,205,,,,,,,,,,
Mashonaland West,Mhondoro,Mafindifindi RDC,235,,,,,,,,,,
Mashonaland West,Mhondoro,Manyewe RDC,354,,,,,,,,,,
Mashonaland West,Mhondoro,Manyoni Rural Health Centre,297,,,,,,,,,,
Mashonaland West,Mhondoro,Mukarati RDC,232,,,,,,,,,,
Mashonaland West,Mhondoro,Murambwa RDC,533,,,,,,,,,,
Mashonaland West,Mhondoro,Muzvezve Rural Health Centre,343,,,,,,,,,,
Mashonaland West,Mhondoro,Ngezi (mhondoro) Rural,528,,,,,,,,,,
Mashonaland West,Mhondoro,St Michael's,571,,,,,,,,,,
Mashonaland West,Mhondoro,Turf Estate RDC,961,,,,,,,,,,
Mashonaland West,Mhondoro,Twintops RDC,422,,,,,,,,,,
Mashonaland West,Mhondoro,Zimplats Trauma Centre Private,185,,,,,,,,,,
Mashonaland West,Sanyati,Balm of Hope Private,0,,,,,,,,,,
Mashonaland West,Sanyati,Blackmovale,340,,,,,,,,,,
Mashonaland West,Sanyati,Carfex RDC,110,,,,,,,,,,
Mashonaland West,Sanyati,Chakari Mine,1474,,,,,,,,,,
Mashonaland West,Sanyati,Chegutu 6,76,,,,,,,,,,
Mashonaland West,Sanyati,Chemukute Municipal,1113,,,,,,,,,,
Mashonaland West,Sanyati,Chirikiti RDC,183,,,,,,,,,,
Mashonaland West,Sanyati,Golden Valley Mine,281,,,,,,,,,,
Mashonaland West,Sanyati,Jairos Jiri Private,0,,,,,,,,,,
Mashonaland West,Sanyati,Jompani Rural Health Centre,252,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma,0,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma CeSHHAR Sister's,27,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma General Hospital (FCH),491,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma General Hospital (OPD),2379,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma Population Health Centre,0,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma Population Services Zimbabwe Centre,0,,,,,,,,,,
Mashonaland West,Sanyati,Kadoma ZRP,96,,,,,,,,,,
Mashonaland West,Sanyati,Muuyu RDC,233,,,,,,,,,,
Mashonaland West,Sanyati,New Geja Rural Health Centre,238,,,,,,,,,,
Mashonaland West,Sanyati,Ngezi Municipal_Clinic,1639,,,,,,,,,,
Mashonaland West,Sanyati,Nyabango Rural Health Centre,81,,,,,,,,,,
Mashonaland West,Sanyati,Nyamatani Rural Health Centre,270,,,,,,,,,,
Mashonaland West,Sanyati,Nyaonde Rural Health Centre,291,,,,,,,,,,
Mashonaland West,Sanyati,Ordoff RDC,780,,,,,,,,,,
Mashonaland West,Sanyati,Patchway RDC,1726,,,,,,,,,,
Mashonaland West,Sanyati,Perseverance Army,193,,,,,,,,,,
Mashonaland West,Sanyati,Queen Mary,0,,,,,,,,,,
Mashonaland West,Sanyati,Rimuka MCH Municipal,887,,,,,,,,,,
Mashonaland West,Sanyati,Rimuka Municipal,4422,,,,,,,,,,
Mashonaland West,Sanyati,Sanyati,1191,,,,,,,,,,
Mashonaland West,Sanyati,Sanyati RDC,689,,,,,,,,,,
Mashonaland West,Sanyati,Shalom Private,0,,,,,,,,,,
Mashonaland West,Sanyati,Vere Rural Health Centre,284,,,,,,,,,,
Mashonaland West,Sanyati,Waverly Municipal,1540,,,,,,,,,,
Mashonaland West,Sanyati,ZPS Kadoma Prison,106,,,,,,,,,,
Mashonaland West,Zvimba,Arda Sisi RDC,425,,,,,,,,,,
Mashonaland West,Zvimba,Aryshire Mine,88,,,,,,,,,,
Mashonaland West,Zvimba,Ayshire RDC,382,,,,,,,,,,
Mashonaland West,Zvimba,Banket,0,,,,,,,,,,
Mashonaland West,Zvimba,Banket District Hospital MCH,290,,,,,,,,,,
Mashonaland West,Zvimba,Banket District Hospital OPD,2839,,,,,,,,,,
Mashonaland West,Zvimba,Bervking,412,,,,,,,,,,
Mashonaland West,Zvimba,Chikeya RDC,381,,,,,,,,,,
Mashonaland West,Zvimba,Chirau RDC,425,,,,,,,,,,
Mashonaland West,Zvimba,Chivhere Rural Health Centre,354,,,,,,,,,,
Mashonaland West,Zvimba,Darwendale Rural,1266,,,,,,,,,,
Mashonaland West,Zvimba,Dzivaresekwa gvt,1705,,,,,,,,,,
Mashonaland West,Zvimba,Father O'Hea,2478,,,,,,,,,,
Mashonaland West,Zvimba,Gwebi Rural Health Centre,249,,,,,,,,,,
Mashonaland West,Zvimba,Herbert Chitepo,881,,,,,,,,,,
Mashonaland West,Zvimba,Inamo Farming,238,,,,,,,,,,
Mashonaland West,Zvimba,Inkomo ARMY Mech Field Coy,205,,,,,,,,,,
Mashonaland West,Zvimba,Jari RDC,317,,,,,,,,,,
Mashonaland West,Zvimba,Kemurara RDC,308,,,,,,,,,,
Mashonaland West,Zvimba,Kutama RDC,556,,,,,,,,,,
Mashonaland West,Zvimba,Kuwadzana RDC,1612,,,,,,,,,,
Mashonaland West,Zvimba,Lospen Farming,232,,,,,,,,,,
Mashonaland West,Zvimba,Madzorera RDC,759,,,,,,,,,,
Mashonaland West,Zvimba,Mapinga RDC,714,,,,,,,,,,
Mashonaland West,Zvimba,Masiyarwa RDC,316,,,,,,,,,,
Mashonaland West,Zvimba,Mount Hampden RDC,1517,,,,,,,,,,
Mashonaland West,Zvimba,Mpumbu RDC,456,,,,,,,,,,
Mashonaland West,Zvimba,Muriel Mine,452,,,,,,,,,,
Mashonaland West,Zvimba,Mutorashanga RDC,1303,,,,,,,,,,
Mashonaland West,Zvimba,North Middle Dyke,7,,,,,,,,,,
Mashonaland West,Zvimba,Nyabira RDC,1038,,,,,,,,,,
Mashonaland West,Zvimba,Paramedical ARMY,208,,,,,,,,,,
Mashonaland West,Zvimba,Raffingora Rural,1696,,,,,,,,,,
Mashonaland West,Zvimba,Rasper RDC,40,,,,,,,,,,
Mashonaland West,Zvimba,Stapleford,0,,,,,,,,,,
Mashonaland West,Zvimba,Sutton RDC,655,,,,,,,,,,
Mashonaland West,Zvimba,TRB RDC,1182,,,,,,,,,,
Mashonaland West,Zvimba,Trelawney RDC,959,,,,,,,,,,
Mashonaland West,Zvimba,Vanad RDC,288,,,,,,,,,,
Mashonaland West,Zvimba,Whiteclif private,0,,,,,,,,,,
Mashonaland West,Zvimba,ZIPAM Priv,0,,,,,,,,,,
Mashonaland West,Zvimba,Zowa RDCClinic,145,,,,,,,,,,
Mashonaland West,Zvimba,Zvimba Rural,1633,,,,,,,,,,
Masvingo,Bikita,Bikita Epi Mobile,0,,,,,,,,,,
Masvingo,Bikita,Bikita Minerals,103,,,,,,,,,,
Masvingo,Bikita,Bikita Rural,1176,,,,,,,,,,
Masvingo,Bikita,Budzi,120,,,,,,,,,,
Masvingo,Bikita,Chibvure,5,,,,,,,,,,
Masvingo,Bikita,Chikuku Rural,784,,,,,,,,,,
Masvingo,Bikita,Chirorwe Rural Health Centre,238,,,,,,,,,,
Masvingo,Bikita,Chitasa,260,,,,,,,,,,
Masvingo,Bikita,Dewure I Rural Health Centre,183,,,,,,,,,,
Masvingo,Bikita,Dewure II Rural Health Centre,196,,,,,,,,,,
Masvingo,Bikita,Gangare Rural Health Centre,438,,,,,,,,,,
Masvingo,Bikita,Gava Rural Health Centre,470,,,,,,,,,,
Masvingo,Bikita,Hozvi,333,,,,,,,,,,
Masvingo,Bikita,Mandara,772,,,,,,,,,,
Masvingo,Bikita,Marozva,628,,,,,,,,,,
Masvingo,Bikita,Mashoko,994,,,,,,,,,,
Masvingo,Bikita,Mukanga Rural Health Centre,379,,,,,,,,,,
Masvingo,Bikita,Mukore Rural Health Centre,349,,,,,,,,,,
Masvingo,Bikita,Mungezi Rural Health Centre,142,,,,,,,,,,
Masvingo,Bikita,Mupamaonde,108,,,,,,,,,,
Masvingo,Bikita,Murwira,454,,,,,,,,,,
Masvingo,Bikita,Mutikizizi Rural Health Centre,495,,,,,,,,,,
Masvingo,Bikita,Muvava,131,,,,,,,,,,
Masvingo,Bikita,Negovani,448,,,,,,,,,,
Masvingo,Bikita,Ngorima Rural Health Centre,338,,,,,,,,,,
Masvingo,Bikita,Nyika Rural Health Centre,1505,,,,,,,,,,
Masvingo,Bikita,Odzi,737,,,,,,,,,,
Masvingo,Bikita,Ruponeso,280,,,,,,,,,,
Masvingo,Bikita,Shumbaimwe,171,,,,,,,,,,
Masvingo,Bikita,Silveira,1005,,,,,,,,,,
Masvingo,Bikita,ZRP Bikita,27,,,,,,,,,,
Masvingo,Chiredzi,Chambuta,476,,,,,,,,,,
Masvingo,Chiredzi,Chibvedziva,488,,,,,,,,,,
Masvingo,Chiredzi,Chikombedzi,635,,,,,,,,,,
Masvingo,Chiredzi,Chikwirire  RHC,131,,,,,,,,,,
Masvingo,Chiredzi,Chilonga Rural Health Centre,659,,,,,,,,,,
Masvingo,Chiredzi,Chingele,268,,,,,,,,,,
Masvingo,Chiredzi,Chipiwa,619,,,,,,,,,,
Masvingo,Chiredzi,Chipiwa CeSHHAR Mobile,0,,,,,,,,,,
Masvingo,Chiredzi,Chiredzi,4707,,,,,,,,,,
Masvingo,Chiredzi,Chiredzi NRZ,0,,,,,,,,,,
Masvingo,Chiredzi,Chiredzi ZRP,0,,,,,,,,,,
Masvingo,Chiredzi,Chiredzi ZSA,0,,,,,,,,,,
Masvingo,Chiredzi,Chitsa,334,,,,,,,,,,
Masvingo,Chiredzi,Chizvirizvi Rural Health Centre,266,,,,,,,,,,
Masvingo,Chiredzi,Chompani,263,,,,,,,,,,
Masvingo,Chiredzi,Crownrange RHC,111,,,,,,,,,,
Masvingo,Chiredzi,Damarakanaka,499,,,,,,,,,,
Masvingo,Chiredzi,Davata Rural Health Centre,107,,,,,,,,,,
Masvingo,Chiredzi,Dumisa,105,,,,,,,,,,
Masvingo,Chiredzi,Faversham,412,,,,,,,,,,
Masvingo,Chiredzi,Gezani Rural Health Centre,288,,,,,,,,,,
Masvingo,Chiredzi,Gudo Rural Health Centre,337,,,,,,,,,,
Masvingo,Chiredzi,Gudo Rural Health Centre Do not use,0,,,,,,,,,,
Masvingo,Chiredzi,Gwaseche,97,,,,,,,,,,
Masvingo,Chiredzi,Hippo Valley Private,2296,,,,,,,,,,
Masvingo,Chiredzi,Makambe,283,,,,,,,,,,
Masvingo,Chiredzi,Malipati Rural Health Centre,161,,,,,,,,,,
Masvingo,Chiredzi,Masivamele Rhc,70,,,,,,,,,,
Masvingo,Chiredzi,Matedzi RHC,100,,,,,,,,,,
Masvingo,Chiredzi,Mhlanguleni Rural Health Centre,356,,,,,,,,,,
Masvingo,Chiredzi,Mkwasine,386,,,,,,,,,,
Masvingo,Chiredzi,Mkwasine CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Chiredzi,Muteyo Rural Health Centre,489,,,,,,,,,,
Masvingo,Chiredzi,Neromwe,179,,,,,,,,,,
Masvingo,Chiredzi,Nyangambe Rural Health Centre,579,,,,,,,,,,
Masvingo,Chiredzi,Old Boli Rural Health Centre,179,,,,,,,,,,
Masvingo,Chiredzi,Pahlela,142,,,,,,,,,,
Masvingo,Chiredzi,Porepore,405,,,,,,,,,,
Masvingo,Chiredzi,Porepore CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Chiredzi,Rupangwana,690,,,,,,,,,,
Masvingo,Chiredzi,Rusununguko,251,,,,,,,,,,
Masvingo,Chiredzi,Rutandare,225,,,,,,,,,,
Masvingo,Chiredzi,Samu Rural Health Centre,93,,,,,,,,,,
Masvingo,Chiredzi,Sango Border Post,6,,,,,,,,,,
Masvingo,Chiredzi,St Joseph,283,,,,,,,,,,
Masvingo,Chiredzi,Triangle Private,2628,,,,,,,,,,
Masvingo,Chiredzi,Tshovani,2491,,,,,,,,,,
Masvingo,Chiredzi,Tshovani CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Chiredzi,Turkey heart RHC,235,,,,,,,,,,
Masvingo,Chiredzi,ZPS Chiredzi Prison,245,,,,,,,,,,
Masvingo,Chiredzi,ZRP Chiredzi,0,,,,,,,,,,
Masvingo,Chivi,Berejena,801,,,,,,,,,,
Masvingo,Chivi,Bwanya,128,,,,,,,,,,
Masvingo,Chivi,Chasiyatende,238,,,,,,,,,,
Masvingo,Chivi,Chidyamakono,290,,,,,,,,,,
Masvingo,Chivi,Chifedza,312,,,,,,,,,,
Masvingo,Chivi,Chigwikwi Rural Health Centre,397,,,,,,,,,,
Masvingo,Chivi,Chirogwe,499,,,,,,,,,,
Masvingo,Chivi,Chivi,2347,,,,,,,,,,
Masvingo,Chivi,Chivi CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Chivi,Chivi Mission,624,,,,,,,,,,
Masvingo,Chivi,Chivi Rural,1260,,,,,,,,,,
Masvingo,Chivi,Davira,207,,,,,,,,,,
Masvingo,Chivi,Gororo,745,,,,,,,,,,
Masvingo,Chivi,Madamombe,421,,,,,,,,,,
Masvingo,Chivi,Madzivadondo,479,,,,,,,,,,
Masvingo,Chivi,Mandamabwe CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Chivi,Mandamabwe RHC,0,,,,,,,,,,
Masvingo,Chivi,Mandamabwe Rural Health Centre,1170,,,,,,,,,,
Masvingo,Chivi,Masinire,182,,,,,,,,,,
Masvingo,Chivi,Ngundu CeSHHAR Mobile Sister's,0,,,,,,,,,,
Masvingo,Chivi,Ngundu RHC,0,,,,,,,,,,
Masvingo,Chivi,Ngundu Rural Health Centre,1994,,,,,,,,,,
Masvingo,Chivi,Nyahombe Rural Health Centre,1321,,,,,,,,,,
Masvingo,Chivi,Razi Rural Health Centre,528,,,,,,,,,,
Masvingo,Chivi,Shindi Satellite,628,,,,,,,,,,
Masvingo,Chivi,Takavarasha Rural Health Centre,479,,,,,,,,,,
Masvingo,Chivi,Vuranda,406,,,,,,,,,,
Masvingo,Chivi,Vutete Health Centre,234,,,,,,,,,,
Masvingo,Chivi,Zivuku,751,,,,,,,,,,
Masvingo,Gutu,Chepiri,196,,,,,,,,,,
Masvingo,Gutu,Cheshuro,669,,,,,,,,,,
Masvingo,Gutu,Chimombe Rural,949,,,,,,,,,,
Masvingo,Gutu,Chinyika Rural,719,,,,,,,,,,
Masvingo,Gutu,Chipiri,0,,,,,,,,,,
Masvingo,Gutu,Chitando Rural Health Centre,988,,,,,,,,,,
Masvingo,Gutu,Chiwore Rural Health Centre,435,,,,,,,,,,
Masvingo,Gutu,Dambara,62,,,,,,,,,,
Masvingo,Gutu,Denhere,347,,,,,,,,,,
Masvingo,Gutu,Dewure,488,,,,,,,,,,
Masvingo,Gutu,Guni,0,,,,,,,,,,
Masvingo,Gutu,Gutu,1360,,,,,,,,,,
Masvingo,Gutu,Gutu Population Health,0,,,,,,,,,,
Masvingo,Gutu,Gutu Rural,2620,,,,,,,,,,
Masvingo,Gutu,Magombedze,211,,,,,,,,,,
Masvingo,Gutu,Magombedze Chitsa,307,,,,,,,,,,
Masvingo,Gutu,Majada Rural Health Centre,653,,,,,,,,,,
Masvingo,Gutu,Mataruse,180,,,,,,,,,,
Masvingo,Gutu,Matizha Rural Health Centre,855,,,,,,,,,,
Masvingo,Gutu,Matomuse,0,,,,,,,,,,
Masvingo,Gutu,Mazuru,529,,,,,,,,,,
Masvingo,Gutu,Muchekayaora,116,,,,,,,,,,
Masvingo,Gutu,Mukaro,489,,,,,,,,,,
Masvingo,Gutu,Mukaro Mission,0,,,,,,,,,,
Masvingo,Gutu,Munyikwa,428,,,,,,,,,,
Masvingo,Gutu,Mushaviri Rural Health Centre,180,,,,,,,,,,
Masvingo,Gutu,Mutema Rural Health Centre,493,,,,,,,,,,
Masvingo,Gutu,Mutero,495,,,,,,,,,,
Masvingo,Gutu,Mutero Rural Health Centre,0,,,,,,,,,,
Masvingo,Gutu,Nemashakwe Rural Health Centre,271,,,,,,,,,,
Masvingo,Gutu,Nyazvidzi,91,,,,,,,,,,
Masvingo,Gutu,Serima,710,,,,,,,,,,
Masvingo,Gutu,Soti Source Rural Health Centre,209,,,,,,,,,,
Masvingo,Gutu,Tirizi Satellite,103,,,,,,,,,,
Masvingo,Gutu,Zinhata,180,,,,,,,,,,
Masvingo,Gutu,Zvavahera Rural Health Centre,489,,,,,,,,,,
Masvingo,Masvingo,4 Field Ambulance Company,0,,,,,,,,,,
Masvingo,Masvingo,41st Brigade,0,,,,,,,,,,
Masvingo,Masvingo,Alvord Rural Health Centre,88,,,,,,,,,,
Masvingo,Masvingo,Bere,1046,,,,,,,,,,
Masvingo,Masvingo,Bondolfi,586,,,,,,,,,,
Masvingo,Masvingo,Charumbira,463,,,,,,,,,,
Masvingo,Masvingo,Chatikobo,388,,,,,,,,,,
Masvingo,Masvingo,Chisase,635,,,,,,,,,,
Masvingo,Masvingo,Gaths Mine,0,,,,,,,,,,
Masvingo,Masvingo,Gokomere Mission,295,,,,,,,,,,
Masvingo,Masvingo,Great Zimbabwe University,0,,,,,,,,,,
Masvingo,Masvingo,Great Zimbabwe University Mashava Campus,0,,,,,,,,,,
Masvingo,Masvingo,Gundura,97,,,,,,,,,,
Masvingo,Masvingo,Gurajena Rural Health Centre,556,,,,,,,,,,
Masvingo,Masvingo,Guwa Rural Health Centre,510,,,,,,,,,,
Masvingo,Masvingo,Mapanzure,648,,,,,,,,,,
Masvingo,Masvingo,Masvingo,2940,,,,,,,,,,
Masvingo,Masvingo,Masvingo Polytechnic College,0,,,,,,,,,,
Masvingo,Masvingo,Masvingo Royal Women's,0,,,,,,,,,,
Masvingo,Masvingo,Masvingo Rural District Council,0,,,,,,,,,,
Masvingo,Masvingo,Masvingo Rural District Council Mobile,0,,,,,,,,,,
Masvingo,Masvingo,Masvingo Teachers' College,0,,,,,,,,,,
Masvingo,Masvingo,Masvingo ZNFPC,0,,,,,,,,,,
Masvingo,Masvingo,Masvingo ZRP,0,,,,,,,,,,
Masvingo,Masvingo,Mavizhu,212,,,,,,,,,,
Masvingo,Masvingo,Mazorodze,0,,,,,,,,,,
Masvingo,Masvingo,Morgenster,1351,,,,,,,,,,
Masvingo,Masvingo,Mucheke,2483,,,,,,,,,,
Masvingo,Masvingo,Mukosi Rural Health Centre,421,,,,,,,,,,
Masvingo,Masvingo,Murinye,318,,,,,,,,,,
Masvingo,Masvingo,Mushandike Rural Health Centre,834,,,,,,,,,,
Masvingo,Masvingo,Musingarabwi,0,,,,,,,,,,
Masvingo,Masvingo,Musvovi Rural Health Centre,820,,,,,,,,,,
Masvingo,Masvingo,Mutimurefu Rural Health Centre,0,,,,,,,,,,
Masvingo,Masvingo,Nemamwa Rural Health Centre,1350,,,,,,,,,,
Masvingo,Masvingo,Ngomahuru Psychiatric,20,,,,,,,,,,
Masvingo,Masvingo,Ngomahuru Rural Health Centre,336,,,,,,,,,,
Masvingo,Masvingo,North West Medical Center,669,,,,,,,,,,
Masvingo,Masvingo,Nyajena Rural,764,,,,,,,,,,
Masvingo,Masvingo,Nyamande,610,,,,,,,,,,
